,i,algorithm,execution Time
0,0,mocsoarm,0.5155236721038818
1,0,mopso,0.0420527458190918
2,0,nsgaii,0.3887441158294678
3,0,hmofaarm,0.5700123310089111
4,0,mosaarm,1.1484482288360596
5,0,mowsaarm,0.25297021865844727
6,0,mocatsoarm,0.03789520263671875
7,0,motlboarm,0.22888708114624023
8,0,mofpaarm,0.07081103324890137
9,0,moaloarm,4.3166093826293945
10,0,modaarm,0.44118356704711914
11,0,mohsbotsarm,0.4126753807067871
12,0,modearm,0.054854393005371094
13,0,nshsdearm,0.40645813941955566
14,0,mogeaarm,0.1122586727142334
15,0,mogsaarm,0.6729557514190674
16,0,mossoarm,0.5152218341827393
17,0,mowoaarm,0.033934831619262695
18,0,mososarm,0.1134636402130127
19,0,mocssarm,3.1803858280181885
20,1,mocsoarm,0.47772216796875
21,1,mopso,0.12946176528930664
22,1,nsgaii,0.3890843391418457
23,1,hmofaarm,0.6386783123016357
24,1,mosaarm,1.165278434753418
25,1,mowsaarm,0.31090688705444336
26,1,mocatsoarm,0.03788924217224121
27,1,motlboarm,0.1466073989868164
28,1,mofpaarm,0.05485343933105469
29,1,moaloarm,3.856208562850952
30,1,modaarm,0.42484402656555176
31,1,mohsbotsarm,0.41616106033325195
32,1,modearm,0.05383133888244629
33,1,nshsdearm,0.4147350788116455
34,1,mogeaarm,0.11496758460998535
35,1,mogsaarm,0.6812496185302734
36,1,mossoarm,0.4542727470397949
37,1,mowoaarm,0.03490710258483887
38,1,mososarm,0.11369585990905762
39,1,mocssarm,4.90199875831604
40,2,mocsoarm,0.4505808353424072
41,2,mopso,0.07682013511657715
42,2,nsgaii,0.3960695266723633
43,2,hmofaarm,0.9229989051818848
44,2,mosaarm,1.2267670631408691
45,2,mowsaarm,0.2533996105194092
46,2,mocatsoarm,0.03801989555358887
47,2,motlboarm,0.24233675003051758
48,2,mofpaarm,0.054049015045166016
49,2,moaloarm,3.2159059047698975
50,2,modaarm,0.4109218120574951
51,2,mohsbotsarm,0.4149603843688965
52,2,modearm,0.05286979675292969
53,2,nshsdearm,0.41091060638427734
54,2,mogeaarm,0.06981325149536133
55,2,mogsaarm,0.547051191329956
56,2,mossoarm,0.490267276763916
57,2,mowoaarm,0.05633211135864258
58,2,mososarm,0.1127316951751709
59,2,mocssarm,36.34433889389038
60,3,mocsoarm,0.4501931667327881
61,3,mopso,0.05707716941833496
62,3,nsgaii,0.38288211822509766
63,3,hmofaarm,2.524176836013794
64,3,mosaarm,1.150040626525879
65,3,mowsaarm,0.25310492515563965
66,3,mocatsoarm,0.033884525299072266
67,3,motlboarm,0.09474802017211914
68,3,mofpaarm,0.05984020233154297
69,3,moaloarm,3.009141683578491
70,3,modaarm,0.4113130569458008
71,3,mohsbotsarm,0.4130065441131592
72,3,modearm,0.0518641471862793
73,3,nshsdearm,0.40787553787231445
74,3,mogeaarm,0.06045842170715332
75,3,mogsaarm,0.5695867538452148
76,3,mossoarm,0.4860806465148926
77,3,mowoaarm,0.037897586822509766
78,3,mososarm,0.11322593688964844
79,3,mocssarm,35.825223207473755
80,4,mocsoarm,0.47124481201171875
81,4,mopso,0.04288482666015625
82,4,nsgaii,0.3899669647216797
83,4,hmofaarm,1.2502059936523438
84,4,mosaarm,1.1569502353668213
85,4,mowsaarm,0.2568185329437256
86,4,mocatsoarm,0.03441309928894043
87,4,motlboarm,0.1520984172821045
88,4,mofpaarm,0.05086350440979004
89,4,moaloarm,2.9162988662719727
90,4,modaarm,0.3959500789642334
91,4,mohsbotsarm,0.41491079330444336
92,4,modearm,0.051860809326171875
93,4,nshsdearm,0.40791773796081543
94,4,mogeaarm,0.0608367919921875
95,4,mogsaarm,0.6811976432800293
96,4,mossoarm,0.4089162349700928
97,4,mowoaarm,0.049866437911987305
98,4,mososarm,0.11220479011535645
99,4,mocssarm,26.32967519760132
